Mix_ID,Cement_kg_m3,Fly_Ash_kg_m3,Silica_Fume_kg_m3,Metakaolin_kg_m3,GGBS_kg_m3,RHA_kg_m3,POFA_kg_m3,Fine_Sand_kg_m3,Water_kg_m3,Extra_Water_kg_m3,Water_Binder_Ratio,Na2SiO3_Content_kg_m3,NaOH_Content_kg_m3,KOH_Content_kg_m3,Activator_Molarity_M,Superplasticizer_kg_m3,Polypropylene_Fiber_Content_%,PP_Fiber_kg_m3,Fiber_Length_mm,Compressive_Strength_MPa,Flexural_Strength_MPa,Tensile_Strength_MPa,Elastic_Modulus_GPa,Interlayer_Bond_Strength_MPa,RCPT,Water_Absorption_%,Sorptivity,Gas_Permeability,Chloride_Penetration,Acid_Attack_Loss_%,Sulphate_Resistance_%,Printing_Speed_mm_s,Layer_Height_mm,Nozzle_Diameter_mm,Build_Direction,Print_Orientation,Anisotropy_Index,Density_kg_m3,Porosity_%,SEM_Results,XRD_Results,FTIR_Results,Curing_Temperature_C,Curing_Duration_days,Heat_Curing_Conditions,Curing_Method,Dataset_Distribution,Validation_Dataset,Testing_Dataset,Statistical_Normalization,Missing_Data_Handled,Feature_Selection_Method
WPF-0.75,440,100,90,0,210,0,0,1400,200,10,0.29,,,,,9.0,0.75,7.5,12.0,66.5,9.8,6.3,40.5,6.4,980,2.4,0.07,6.0×10⁻18,Extremely Low,1.2,98,20.0,8.0,20,Optimized layered build,X-direction dominant,1.1,2385,2.9,Compact matrix with refined pore network,Strong hybrid hydration phases,Highly polymerized silica bands,60,7,Heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
WPF-1.00,420,100,110,0,230,0,0,1400,195,10,0.28,,,,,9.5,1.0,10.0,15.0,77.6,12.0,7.8,47.2,8.0,720,1.8,0.05,4.2×10⁻18,Negligible,0.6,100,22.0,8.0,18,Optimized layered build,X-direction dominant,1.04,2450,2.0,Dense microstructure with excellent fiber–matrix interaction,Strong amorphous gel structure,Highly stable silica-rich gel,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
WPF-RHA10,400,80,90,0,210,80,0,1400,198,10,0.28,,,,,9.2,0.8,8.0,12.0,73.5,11.2,7.1,44.5,7.4,820,2.0,0.05,4.8×10⁻18,Negligible,0.8,99,20.0,8.0,20,Vertical,X-Y-Z,1.06,2420,2.3,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
WPF-POFA10,400,80,90,0,210,0,80,1400,199,10,0.28,,,,,9.2,0.8,8.0,12.0,72.8,11.0,7.0,44.0,7.2,860,2.1,0.06,5.0×10⁻18,Negligible,0.9,99,20.0,8.0,20,Vertical,X-Y-Z,1.07,2415,2.4,Secondary gel products improved densification,Increased hydration products,Stable cementitious structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
PCBGF-CON,520,100,40,0,160,0,0,1420,220,8,0.35,,,,,7.0,0.0,0.0,,42.5,5.6,3.5,27.0,3.1,2050,4.6,0.17,1.55×10⁻17,Moderate,5.2,90,18.0,10.0,22,Vertical,X-Y-Z,1.35,2235,5.2,Weak interlayer interfaces and visible pore channels,Dominant C-S-H phases,Moderate silicate structure,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
PCBGF-0.25,500,100,40,0,180,0,0,1420,214,8,0.33,,,,,7.5,0.25,2.5,10.0,50.2,6.9,4.4,31.2,4.0,1680,3.8,0.13,1.18×10⁻17,Low,3.8,94,18.0,10.0,22,Vertical,X-Y-Z,1.26,2290,4.4,Recycled PCB glass fibers improved crack bridging,Increased amorphous hydration phases,Enhanced silica polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
PCBGF-0.50,480,100,60,0,200,0,0,1420,208,10,0.31,,,,,8.2,0.5,5.0,12.0,59.8,8.5,5.5,36.5,5.2,1320,3.0,0.1,8.5×10⁻18,Very Low,2.3,96,20.0,10.0,20,Vertical,X-Y-Z,1.18,2350,3.6,Improved matrix cohesion and reduced microvoids,Reduced crystalline phases,Dense cementitious gel formation,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
PCBGF-0.75,460,100,80,0,220,0,0,1420,202,10,0.3,,,,,8.8,0.75,7.5,12.0,70.6,10.4,6.8,42.4,6.8,940,2.3,0.07,5.8×10⁻18,Extremely Low,1.1,98,20.0,8.0,20,Optimized layered build,X-direction dominant,1.1,2415,2.8,Compact matrix with enhanced fiber–matrix bonding,Strong hybrid hydration phases,Highly polymerized silica bands,60,7,Heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
PCBGF-1.00,440,100,100,0,240,0,0,1420,196,10,0.28,,,,,9.5,1.0,10.0,15.0,82.8,12.9,8.4,49.5,8.6,680,1.7,0.04,4.0×10⁻18,Negligible,0.5,100,22.0,8.0,18,Optimized layered build,X-direction dominant,1.03,2480,1.9,Dense microstructure with excellent interlayer adhesion,Strong amorphous gel structure,Highly stable silica-rich gel,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
PCBGF-RHA10,420,80,80,0,220,80,0,1420,198,10,0.29,,,,,9.0,0.8,8.0,12.0,78.2,12.0,7.6,46.8,7.8,780,1.9,0.05,4.5×10⁻18,Negligible,0.7,99,20.0,8.0,20,Vertical,X-Y-Z,1.05,2450,2.2,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
PCBGF-POFA10,420,80,80,0,220,0,80,1420,199,10,0.29,,,,,9.0,0.8,8.0,12.0,77.5,11.8,7.5,46.2,7.6,820,2.0,0.05,4.8×10⁻18,Negligible,0.8,99,20.0,8.0,20,Vertical,X-Y-Z,1.06,2442,2.3,Secondary gel products improved densification,Increased hydration products,Stable cementitious structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
SFGC-CON,0,340,60,180,220,0,0,1260,205,8,0.32,118.0,46.0,0.0,10.0,7.5,0.0,0.0,,44.8,6.2,3.9,28.8,3.3,1820,4.3,0.16,1.45×10⁻17,Low,4.6,92,18.0,10.0,22,Vertical,X-Y-Z,1.3,2280,4.8,Moderate pore connectivity with unreinforced geopolymer matrix,Dominant geopolymer gel phases,Stable aluminosilicate network,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SFGC-SF0.25,0,320,60,180,240,0,0,1260,200,8,0.31,118.0,46.0,0.0,10.0,8.0,0.25,2.5,12.0,52.6,7.6,4.9,33.0,4.4,1480,3.5,0.12,1.08×10⁻17,Very Low,3.2,95,18.0,10.0,22,Vertical,X-Y-Z,1.22,2335,4.0,Sisal fibers improved crack bridging and matrix cohesion,Increased amorphous hydration phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
SFGC-SF0.50,0,300,80,180,260,0,0,1260,196,10,0.3,116.0,44.0,0.0,12.0,8.5,0.5,5.0,15.0,61.8,9.3,6.0,38.2,5.7,1140,2.8,0.09,7.9×10⁻18,Extremely Low,2.0,97,20.0,10.0,20,Vertical,X-Y-Z,1.15,2390,3.2,Reduced microvoids and improved fiber bonding,Reduced crystalline phases,Dense geopolymeric gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
SFGC-SF0.75,0,280,100,180,280,0,0,1260,192,10,0.28,116.0,44.0,0.0,12.0,9.0,0.75,7.5,18.0,72.4,11.5,7.4,44.5,7.2,820,2.1,0.06,5.5×10⁻18,Negligible,1.0,99,20.0,8.0,20,Optimized layered build,X-direction dominant,1.08,2455,2.4,Compact matrix with refined pore structure,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
SFGC-SF1.00,0,260,120,180,300,0,0,1260,188,10,0.27,114.0,42.0,0.0,12.0,9.5,1.0,10.0,20.0,84.6,14.0,9.0,51.8,9.0,580,1.5,0.04,3.8×10⁻18,Negligible,0.4,100,22.0,8.0,18,Optimized layered build,X-direction dominant,1.03,2520,1.6,Dense microstructure with excellent fiber–matrix interaction,Strong amorphous gel structure,Highly stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
SFGC-RHA10,0,240,100,180,280,80,0,1260,190,10,0.27,114.0,42.0,0.0,12.0,9.2,0.8,8.0,18.0,79.2,13.0,8.2,48.6,8.1,680,1.7,0.05,4.2×10⁻18,Negligible,0.6,100,20.0,8.0,20,Vertical,X-Y-Z,1.05,2490,1.9,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SFGC-POFA10,0,240,100,180,280,0,80,1260,191,10,0.27,114.0,42.0,0.0,12.0,9.2,0.8,8.0,18.0,78.5,12.8,8.0,48.0,8.0,720,1.8,0.05,4.4×10⁻18,Negligible,0.7,99,20.0,8.0,20,Vertical,X-Y-Z,1.06,2482,2.0,Secondary gel products improved densification,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
LPGC-CON,0,320,40,220,180,0,0,980,195,8,0.31,120.0,48.0,0.0,10.0,7.0,0.0,0.0,,38.5,5.4,3.2,24.5,2.8,1760,4.5,0.16,1.42×10⁻17,Low,4.5,92,18.0,10.0,22,Vertical,X-Y-Z,1.28,1920,5.2,Moderate pore connectivity in lightweight geopolymer matrix,Dominant geopolymer gel phases,Stable aluminosilicate network,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LPGC-SF0.25,0,300,40,220,200,0,0,980,190,8,0.3,120.0,48.0,0.0,10.0,7.5,0.25,2.5,12.0,45.8,6.8,4.1,28.6,3.8,1420,3.7,0.12,1.05×10⁻17,Very Low,3.1,95,18.0,10.0,22,Vertical,X-Y-Z,1.2,1975,4.4,Sisal fibers improved crack bridging and pore refinement,Increased amorphous hydration phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
LPGC-SF0.50,0,280,60,220,220,0,0,980,186,10,0.29,118.0,46.0,0.0,12.0,8.0,0.5,5.0,15.0,54.6,8.5,5.3,33.8,5.0,1080,2.9,0.09,7.8×10⁻18,Extremely Low,1.9,97,20.0,10.0,20,Vertical,X-Y-Z,1.14,2030,3.6,Reduced microvoids and improved fiber bonding,Reduced crystalline phases,Dense geopolymeric gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
LPGC-SF0.75,0,260,80,220,240,0,0,980,182,10,0.28,118.0,46.0,0.0,12.0,8.5,0.75,7.5,18.0,64.8,10.6,6.7,39.5,6.5,780,2.1,0.06,5.2×10⁻18,Negligible,0.9,99,20.0,8.0,20,Optimized layered build,X-direction dominant,1.07,2095,2.8,Compact matrix with refined pore structure,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
LPGC-SF1.00,0,240,100,220,260,0,0,980,178,10,0.27,116.0,44.0,0.0,12.0,9.0,1.0,10.0,20.0,76.2,13.2,8.4,46.8,8.2,540,1.4,0.04,3.6×10⁻18,Negligible,0.4,100,22.0,8.0,18,Optimized layered build,X-direction dominant,1.02,2160,1.9,Dense microstructure with excellent fiber–matrix interaction,Strong amorphous gel structure,Highly stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
LPGC-RHA10,0,220,80,220,240,80,0,980,180,10,0.27,116.0,44.0,0.0,12.0,8.8,0.8,8.0,18.0,71.5,12.4,7.6,43.8,7.5,640,1.6,0.05,4.0×10⁻18,Negligible,0.6,100,20.0,8.0,20,Vertical,X-Y-Z,1.04,2130,2.2,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LPGC-POFA10,0,220,80,220,240,0,80,980,181,10,0.27,116.0,44.0,0.0,12.0,8.8,0.8,8.0,18.0,70.8,12.2,7.4,43.2,7.3,680,1.7,0.05,4.2×10⁻18,Negligible,0.7,99,20.0,8.0,20,Vertical,X-Y-Z,1.05,2122,2.3,Secondary gel products improved densification,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
POM-CON,500,120,40,0,180,0,0,1380,210,8,0.32,,,,,7.5,0.0,0.0,,67.0,5.8,3.9,31.5,3.4,1860,4.2,0.15,1.42×10⁻17,Low,4.6,92,18.0,10.0,22,Vertical,X-Y-Z,1.36,2260,4.8,Weak interlayer bonding with visible pore channels,Dominant C-S-H phases,Moderate silicate structure,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
POM-0.5,480,120,40,0,200,0,0,1380,206,8,0.31,,,,,8.0,0.5,5.0,8.0,69.8,7.2,4.4,34.0,4.2,1540,3.5,0.12,1.05×10⁻17,Very Low,3.3,95,18.0,10.0,22,Vertical,Y-direction dominant,1.28,2315,4.0,Improved fiber dispersion and crack bridging,Increased amorphous hydration phases,Enhanced silica polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
POM-1.0,460,120,60,0,220,0,0,1380,202,10,0.3,,,,,8.6,1.0,10.0,10.0,72.5,8.9,5.1,37.6,5.4,1220,2.9,0.09,7.8×10⁻18,Extremely Low,2.1,97,20.0,10.0,20,Vertical,Y-direction dominant,1.18,2370,3.2,Reduced microvoids and improved matrix cohesion,Reduced crystalline phases,Dense cementitious gel formation,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
POM-1.5,440,120,80,0,240,0,0,1380,198,10,0.29,,,,,9.2,1.5,15.0,12.0,74.0,10.8,5.8,41.2,6.8,920,2.2,0.06,5.4×10⁻18,Negligible,1.0,99,20.0,8.0,20,Optimized layered build,Y-direction dominant,1.1,2435,2.5,Compact matrix with refined pore network,Strong hybrid hydration phases,Highly polymerized silica bands,60,7,Heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
POM-2.0,420,120,100,0,260,0,0,1380,194,10,0.28,,,,,9.8,2.0,20.0,12.0,75.0,12.6,5.22,44.5,8.2,680,1.6,0.04,3.9×10⁻18,Negligible,0.5,100,22.0,8.0,18,Optimized layered build,Y-direction dominant,1.03,2490,1.8,Excellent fiber–matrix interaction and dense interlayer structure,Strong amorphous gel structure,Highly stable silica-rich gel,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
POM-RHA10,400,100,80,0,240,80,0,1380,196,10,0.28,,,,,9.5,1.5,15.0,12.0,72.8,11.8,5.0,42.0,7.5,760,1.8,0.05,4.4×10⁻18,Negligible,0.7,99,20.0,8.0,20,Vertical,Y-direction dominant,1.05,2460,2.0,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
POM-POFA10,400,100,80,0,240,0,80,1380,197,10,0.28,,,,,9.5,1.5,15.0,12.0,72.2,11.6,4.9,41.8,7.3,790,1.9,0.05,4.6×10⁻18,Negligible,0.8,99,20.0,8.0,20,Vertical,Y-direction dominant,1.06,2452,2.1,Secondary gel products improved matrix densification,Increased hydration products,Stable cementitious structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
VPP-CON,420,100,40,0,160,0,0,1180,205,8,0.33,,,,,7.0,0.0,0.0,,36.8,5.0,3.1,23.5,2.7,1940,4.8,0.17,1.50×10⁻17,Low,5.0,91,18.0,10.0,22,Vertical,X-Y-Z,1.32,1980,5.5,Weak pore structure with visible thermal microcracks,Dominant hydration phases,Moderate silicate network,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
VPP-RF0.25,400,100,40,0,180,0,0,1180,200,8,0.32,,,,,7.5,0.25,2.5,12.0,44.2,6.4,4.0,27.8,3.8,1600,3.9,0.13,1.12×10⁻17,Very Low,3.5,94,18.0,10.0,22,Vertical,X-Y-Z,1.24,2035,4.6,Recycled fibers improved crack bridging and thermal stability,Increased amorphous phases,Enhanced silica polymerization,25,28,Ambient curing,Moist curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
VPP-RF0.50,380,100,60,0,200,0,0,1180,196,10,0.3,,,,,8.2,0.5,5.0,15.0,53.5,8.0,5.1,33.2,5.0,1260,3.1,0.1,8.2×10⁻18,Extremely Low,2.2,96,20.0,10.0,20,Vertical,X-Y-Z,1.16,2095,3.8,Reduced pore connectivity and improved matrix cohesion,Reduced crystalline phases,Dense cementitious gel formation,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
VPP-RF0.75,360,100,80,0,220,0,0,1180,192,10,0.29,,,,,8.8,0.75,7.5,18.0,64.6,10.1,6.5,39.4,6.6,920,2.3,0.06,5.6×10⁻18,Negligible,1.1,99,20.0,8.0,20,Optimized layered build,X-direction dominant,1.08,2160,2.9,Compact microstructure with refined pore network,Strong hybrid hydration phases,Highly polymerized silica bands,60,7,Heat curing at 60°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
VPP-RF1.00,340,100,100,0,240,0,0,1180,188,10,0.28,,,,,9.4,1.0,10.0,20.0,76.8,12.8,8.2,46.8,8.5,660,1.7,0.04,3.9×10⁻18,Negligible,0.5,100,22.0,8.0,18,Optimized layered build,X-direction dominant,1.03,2225,2.0,Dense matrix with excellent fiber–matrix interaction after heating,Strong amorphous gel structure,Highly stable silica-rich gel,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
VPP-RHA10,320,80,80,0,220,80,0,1180,190,10,0.28,,,,,9.0,0.8,8.0,18.0,72.2,11.9,7.4,43.6,7.7,760,1.9,0.05,4.3×10⁻18,Negligible,0.7,99,20.0,8.0,20,Vertical,X-Y-Z,1.05,2195,2.3,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
VPP-POFA10,320,80,80,0,220,0,80,1180,191,10,0.28,,,,,9.0,0.8,8.0,18.0,71.5,11.7,7.2,43.0,7.5,790,2.0,0.05,4.5×10⁻18,Negligible,0.8,99,20.0,8.0,20,Vertical,X-Y-Z,1.06,2188,2.4,Secondary gel products improved densification,Increased hydration products,Stable cementitious structure,70,5,Heat curing at 70°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
OPGC-CON,0,300,40,180,260,0,0,1320,195,8,0.3,125.0,50.0,0.0,12.0,7.5,0.0,0.0,,42.8,5.8,3.5,27.6,3.2,1650,4.0,0.14,1.28×10⁻17,Low,4.2,93,18.0,10.0,22,Vertical,X-Y-Z,1.34,2245,4.6,Moderate pore structure with weak interlayer interfaces,Dominant geopolymer gel phases,Stable aluminosilicate network,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
OPGC-SF0.25,0,280,40,180,280,0,0,1320,192,8,0.29,125.0,50.0,0.0,12.0,8.0,0.25,2.5,10.0,52.4,7.5,4.8,32.5,4.5,1320,3.3,0.11,9.5×10⁻18,Very Low,2.9,96,18.0,10.0,22,Vertical,X-direction dominant,1.25,2310,3.9,Steel fibers improved crack bridging and matrix cohesion,Increased amorphous hydration phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
OPGC-SF0.50,0,260,60,180,300,0,0,1320,188,10,0.28,123.0,48.0,0.0,12.0,8.5,0.5,5.0,12.0,64.6,9.8,6.1,38.8,5.9,980,2.5,0.08,6.8×10⁻18,Extremely Low,1.8,98,20.0,10.0,20,Vertical,X-direction dominant,1.16,2385,3.1,Reduced microvoids and improved fiber distribution,Reduced crystalline phases,Dense geopolymeric gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
OPGC-SF0.75,0,240,80,180,320,0,0,1320,184,10,0.27,123.0,48.0,0.0,14.0,9.0,0.75,7.5,13.0,78.5,12.6,7.8,46.2,7.8,720,1.9,0.05,4.8×10⁻18,Negligible,0.9,99,20.0,8.0,20,Optimized layered build,X-direction dominant,1.08,2460,2.3,Compact matrix with refined pore structure,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
OPGC-SF1.00,0,220,100,180,340,0,0,1320,180,10,0.26,120.0,46.0,0.0,14.0,9.5,1.0,10.0,15.0,92.4,15.8,9.8,54.8,9.9,480,1.3,0.03,3.2×10⁻18,Negligible,0.3,100,22.0,8.0,18,Optimized layered build,X-direction dominant,1.02,2545,1.5,Dense microstructure with excellent steel fiber anchorage,Strong amorphous gel structure,Highly stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
OPGC-RHA10,0,200,80,180,320,80,0,1320,182,10,0.26,120.0,46.0,0.0,14.0,9.2,0.8,8.0,13.0,87.6,14.9,9.0,51.5,9.0,560,1.5,0.04,3.8×10⁻18,Negligible,0.5,100,20.0,8.0,20,Vertical,X-Y-Z,1.04,2510,1.8,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
OPGC-POFA10,0,200,80,180,320,0,80,1320,183,10,0.26,120.0,46.0,0.0,14.0,9.2,0.8,8.0,13.0,86.8,14.6,8.8,50.8,8.8,590,1.6,0.04,4.0×10⁻18,Negligible,0.6,99,20.0,8.0,20,Vertical,X-Y-Z,1.05,2502,1.9,Secondary gel products improved densification,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
ESGC-CON,0,320,40,180,240,0,0,1340,198,8,0.3,122.0,48.0,0.0,12.0,7.8,0.0,0.0,,45.6,6.0,3.8,29.2,3.4,1720,4.2,0.15,1.32×10⁻17,Low,4.3,93,18.0,10.0,20,Vertical,X-Y-Z,1.36,2210,4.8,Irregular pore distribution with weak interlayer interfaces,Dominant geopolymer gel phases,Stable aluminosilicate network,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
ESGC-RECT20,0,300,40,180,260,0,0,1340,194,8,0.29,122.0,48.0,0.0,12.0,8.2,0.25,2.5,10.0,54.2,7.8,4.9,34.0,4.8,1380,3.4,0.11,9.6×10⁻18,Very Low,3.0,96,20.0,10.0,Rectangular 20 mm,Vertical,X-direction dominant,1.24,2275,4.0,Improved strip compaction and reduced pore connectivity,Increased amorphous hydration phases,Enhanced silica polymerization,40,14,Mild heat curing at 40°C,Controlled chamber curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
ESGC-RECT30,0,280,60,180,280,0,0,1340,190,10,0.28,120.0,46.0,0.0,12.0,8.8,0.5,5.0,12.0,65.8,10.0,6.2,40.5,6.4,1020,2.6,0.08,6.9×10⁻18,Extremely Low,1.8,98,22.0,10.0,Rectangular 30 mm,Vertical,X-direction dominant,1.16,2350,3.2,Reduced voids with better strip alignment,Reduced crystalline phases,Dense geopolymeric gel formation,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
ESGC-CIRC20,0,260,80,180,300,0,0,1340,186,10,0.27,120.0,46.0,0.0,14.0,9.2,0.75,7.5,12.0,78.6,12.8,7.9,47.8,8.2,760,1.9,0.05,4.9×10⁻18,Negligible,0.9,99,24.0,8.0,Circular 20 mm,Optimized layered build,X-direction dominant,1.08,2425,2.3,Compact matrix with refined pore structure,Strong hybrid hydration phases,Highly polymerized silica bands,70,5,Heat curing at 70°C,Steam-assisted curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
ESGC-CIRC30,0,240,100,180,320,0,0,1340,182,10,0.26,118.0,44.0,0.0,14.0,9.8,1.0,10.0,15.0,91.4,15.6,9.8,55.5,10.0,520,1.3,0.03,3.4×10⁻18,Negligible,0.4,100,26.0,8.0,Circular 30 mm,Optimized layered build,X-direction dominant,1.02,2505,1.5,Dense microstructure with excellent interlayer fusion,Strong amorphous gel structure,Highly stable silica-rich gel,80,3,Heat curing at 80°C,Steam-assisted curing,Balanced,0.15,0.15,Min-Max normalization,Yes,SHAP-based feature ranking
ESGC-RHA10,0,220,80,180,300,80,0,1340,184,10,0.26,118.0,44.0,0.0,14.0,9.4,0.8,8.0,12.0,86.2,14.8,9.0,52.0,9.1,610,1.5,0.04,3.9×10⁻18,Negligible,0.5,100,24.0,8.0,Circular 20 mm,Vertical,X-Y-Z,1.04,2470,1.8,Fine RHA particles refined nanopore structure,Enhanced amorphous silica hump,Dense silica-rich gel structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
ESGC-POFA10,0,220,80,180,300,0,80,1340,185,10,0.26,118.0,44.0,0.0,14.0,9.4,0.8,8.0,12.0,85.5,14.5,8.8,51.5,8.9,640,1.6,0.04,4.1×10⁻18,Negligible,0.6,99,24.0,8.0,Circular 20 mm,Vertical,X-Y-Z,1.05,2462,1.9,Secondary gel products improved densification,Increased hydration products,Stable geopolymeric structure,80,3,Heat curing at 80°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
E3DP-CON,80,0,0,0,0,0,0,1450,260,10,0.42,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,12.5,2.2,1.1,6.5,0.8,2850,8.6,0.28,2.40×10⁻17,Moderate,8.0,82,16.0,12.0,25,Vertical,X-Y-Z,1.42,1680,12.8,Large pore channels and weak soil-fiber interfaces,Dominant quartz and clay minerals,Weak silicate bonding,25,28,Ambient curing,Air curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
